Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"Swiss Federal Institute of Technology (ETH), Institute of Food Science and Nutrition, Laboratory for Human Nutrition, 8803 Rüschlikon, Switzerland",,10.1079/BJN20031023,http://dx.doi.org/10.1079/BJN20031023,"Comparison of urinary monitoring, faecal monitoring and erythrocyte analysis of stable isotope labels to determine magnesium absorption in human subjects",Torsten Bohn /// Thomas Walczyk /// Lena Davidsson /// Wolfgang Pritzkow /// Patrick Klingbeil /// Jochen Vogl /// Richard F. Hurrell,2004,British Journal of Nutrition,"aff1 /// 1 ///  ///  /// Swiss Federal Institute of Technology (ETH) ///  /// ,  /// simple /// Institute of Food Science and Nutrition ///  /// ,  /// Laboratory for Human Nutrition ///  /// ,  /// 8803 Rüschlikon ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// German Federal Institute for Materials Research and Testing (BAM) ///  /// ,  /// 12205 Berlin ///  /// ,  /// Germany /// "
"Institute of Social and Preventive Medicine, University of Zurich, Hirschengraben 84, 8001Zurich, Switzerland",University of Zurich,10.1017/S0007114510001728,http://dx.doi.org/10.1017/S0007114510001728,"Consistency of vitamin and/or mineral supplement use and demographic, lifestyle and health-status predictors: findings from the European Prospective Investigation into Cancer and Nutrition (EPIC)-Heidelberg cohort",Kuanrong Li /// Rudolf Kaaks /// Jakob Linseisen /// Sabine Rohrmann,2010,British Journal of Nutrition,"aff001 /// 1 ///  ///  /// Division of Cancer Epidemiology ///  /// ,  /// German Cancer Research Centre ///  /// ,  /// Heidelberg ///  /// ,  /// Germany ///  /// aff002 /// 2 ///  ///  /// Institute of Epidemiology, Helmholtz Centre Munich ///  /// ,  /// Neuherberg ///  /// ,  /// Germany ///  /// aff003 /// 3 ///  ///  /// Institute of Social and Preventive Medicine, University of Zurich, Hirschengraben 84, 8001 ///  /// Zurich ///  /// ,  /// Switzerland /// "
"Swiss Center for Affective Sciences and Department of Psychology, University of Geneva, CH-1205 Geneva, Switzerland. David.Sander@pse.unige.ch",University of Geneva,10.1017/S0140525X0800349X,http://dx.doi.org/10.1017/S0140525X0800349X,Basic tastes and basic emotions: Basic problems and perspectives for a nonbasic solution,David Sander,2008,Behavioral and Brain Sciences,"aff1 /// Swiss Center for Affective Sciences and Department of Psychology ///  /// ,  /// simple /// University of Geneva ///  /// ,  /// CH-1205 Geneva ///  /// ,  /// Switzerland ///  /// .  /// David.Sander@pse.unige.ch /// simple /// David.Sander@pse.unige.ch ///  /// http://www.affective-sciences.org /// simple /// http://www.affective-sciences.org /// "
"Centre for Cognitive Neuroimaging (CCNi), Institute of Neuroscience and Psychology, University of Glasgow, Glasgow, G12 8QB, United Kingdom; and Département de Psychologie, Université de Fribourg, 1700 Fribourg, Switzerland. r.caldara@psy.gla.ac.uk",University of Fribourg,10.1017/S0140525X10001470,http://dx.doi.org/10.1017/S0140525X10001470,Beyond smiles: The impact of culture and race in embodying and decoding facial expressions,Roberto Caldara,2010,Behavioral and Brain Sciences,"aff1 /// Centre for Cognitive Neuroimaging (CCNi) ///  /// ,  /// Institute of Neuroscience and Psychology, University of Glasgow ///  /// ,  /// Glasgow, G12 8QB ///  /// ,  /// United Kingdom ///  /// ;  /// and Département de Psychologie ///  /// ,  /// Université de Fribourg ///  /// ,  /// 1700 Fribourg ///  /// ,  /// Switzerland ///  /// .  /// r.caldara@psy.gla.ac.uk /// r.caldara@psy.gla.ac.uk ///  /// http://www.psy.gla.ac.uk/~roberto/ /// http://www.psy.gla.ac.uk/~roberto/ /// "
"SUISAG, AG für Dienstleistungen in der Schweineproduktion, Allmend, CH-6204 Sempach, Switzerland",,10.1017/S1751731109991625,http://dx.doi.org/10.1017/S1751731109991625,Parent-of-origin effects cause genetic variation in pig performance traits,N. Neugebauer /// H. Luther /// N. Reinsch,2010,animal,"aff1 /// 1 ///  /// Forschungsinstitut für die Biologie landwirtschaftlicher Nutztiere ///  /// ,  /// FBN ///  /// ,  /// Forschungsbereich Genetik und Biometrie ///  /// ,  /// Wilhelm-Stahl-Allee 2 ///  /// ,  /// 18196 Dummerstorf ///  /// ,  /// Germany ///  /// aff2 /// 2 ///  /// SUISAG ///  /// ,  /// AG für Dienstleistungen in der Schweineproduktion ///  /// ,  /// Allmend ///  /// ,  /// CH-6204 Sempach ///  /// ,  /// Switzerland /// "
"Department of Psychology, University of Fribourg, 1700 Fribourg, Switzerland. petra.klumb@unifr.ch",University of Fribourg,10.1017/S0140525X09991658,http://dx.doi.org/10.1017/S0140525X09991658,Grandparental investment facilitates harmonization of work and family in employed parents: A lifespan psychological perspective,Christiane A. Hoppmann /// Petra L. Klumb,2010,Behavioral and Brain Sciences,"aff1 /// a ///  ///  /// Department of Psychology ///  /// ,  /// University of British Columbia ///  /// ,  /// Vancouver, BC, Canada, V6T 1Z4 ///  /// .  /// choppmann@psych.ubc.ca /// choppmann@psych.ubc.ca ///  /// aff2 /// b ///  ///  /// Department of Psychology ///  /// ,  /// University of Fribourg ///  /// ,  /// 1700 Fribourg, Switzerland ///  /// .  /// petra.klumb@unifr.ch /// petra.klumb@unifr.ch /// "
"Institut für Mathematik, Universität Zürich, Winterthurerstrasse 190, CH-8057 Zürich, Switzerland (email: ashkan.nikeghbali@math.unizh.ch)",University of Zurich,10.1112/S0010437X07003302,http://dx.doi.org/10.1112/S0010437X07003302,The zeros of random polynomials cluster uniformly near the unit circle,C. P. Hughes /// A. Nikeghbali,2008,Compositio Mathematica,"aff1 /// Department of Mathematics ///  /// ,  /// University of York ///  /// ,  /// York, YO10 5DD ///  /// ,  /// UK ///  ///  (email: ch540@york.ac.uk) /// aff2 /// Institut für Mathematik ///  /// ,  /// Universität Zürich ///  /// ,  /// Winterthurerstrasse 190, CH-8057 Zürich ///  /// ,  /// Switzerland ///  ///  (email: ashkan.nikeghbali@math.unizh.ch)"
"Bruno S. Frey is Professor and Marcel Kucher is Research Associate at the Institute of Empirical Economic Research, University of Zurich, Blümlisalpstrasse 10, CH-8006 Zürich, Switzerland. Email: bsfrey@iew.unizh.ch.",University of Zurich,10.1017/S0022050700025183,http://dx.doi.org/10.1017/S0022050700025183,History as Reflected in Capital Markets: The Case of World War II,Bruno S. Frey /// Marcel Kucher,2000,Journal of Economic History,"aff1 /// Bruno S. Frey is Professor and Marcel Kucher is Research Associate at the Institute of Empirical Economic Research ///  /// ,  /// University of Zurich ///  /// ,  /// Blümlisalpstrasse 10 ///  /// ,  /// CH-8006 Zürich ///  /// ,  /// Switzerland ///  /// . Email:  /// bsfrey@iew.unizh.ch. /// bsfrey@iew.unizh.ch. /// "
"Cognitive Psychopathology and Neuropsychology Unit, University of Geneva, Geneva, Switzerland",University of Geneva,10.1017/S1355617709991159,http://dx.doi.org/10.1017/S1355617709991159,Relations between a computerized shopping task and cognitive tests in a group of persons diagnosed with schizophrenia compared with healthy controls,FRANK LARØI /// JENNIFER CANLAIRE /// HAITHAM MOURAD /// MARTIAL VAN DER LINDEN,2010,Journal of the International Neuropsychological Society,"aff1 /// 1 ///  ///  /// Cognitive Psychopathology Unit ///  /// ,  /// University of Liège ///  /// ,  /// Liège ///  /// ,  /// Belgium ///  /// aff2 /// 2 ///  ///  /// Intercommunale de Soins Spécialisés de Liège (Mental Health Sector) ///  /// ,  /// Liège ///  /// ,  /// Belgium ///  /// aff3 /// 3 ///  ///  /// Cognitive Psychopathology and Neuropsychology Unit ///  /// ,  /// University of Geneva ///  /// ,  /// Geneva ///  /// ,  /// Switzerland /// "
"Department of Geriatrics, University Hospital Basel, Basel, Switzerland",University of Basel,10.1017/S1355617710000822,http://dx.doi.org/10.1017/S1355617710000822,Early detection of Alzheimer’s disease with a total score of the German CERAD,MICHAEL M. EHRENSPERGER /// MANFRED BERRES /// KIRSTEN I. TAYLOR /// ANDREAS U. MONSCH,2010,Journal of the International Neuropsychological Society,"aff1 /// 1 ///  ///  /// Department of Geriatrics ///  /// ,  /// University Hospital Basel ///  /// ,  /// Basel ///  /// ,  /// Switzerland ///  /// aff2 /// 2 ///  ///  /// Department of Mathematics and Technology ///  /// ,  /// University of Applied Sciences ///  /// ,  /// Koblenz ///  /// ,  /// Germany ///  /// aff3 /// 3 ///  ///  /// Department of Experimental Psychology ///  /// ,  /// University of Cambridge ///  /// ,  /// Cambridge ///  /// ,  /// United Kingdom /// "
"Brain Mind Institute, EPFL, Lausanne, Switzerland",EPFL,10.1017/S1355617708081216,http://dx.doi.org/10.1017/S1355617708081216,fMRI activation during a language task in adolescents with ASD,TRACEY A. KNAUS /// ANDREW M. SILVER /// KRISTEN A. LINDGREN /// NOUCHINE HADJIKHANI /// HELEN TAGER-FLUSBERG,2008,Journal of the International Neuropsychological Society,"aff1 /// Department of Anatomy and Neurobiology ///  /// ,  /// Boston University School of Medicine ///  /// ,  /// Boston, Massachusetts ///  /// aff2 /// Martinos Center for Biomedical Imaging, Massachusetts General Hospital ///  /// ,  /// Harvard Medical School ///  /// ,  /// Boston, Massachusetts ///  /// aff3 /// Brain Mind Institute, EPFL ///  /// ,  /// Lausanne ///  /// ,  /// Switzerland /// "
"Faculté des Sciences de Base, Ecole Polytechnique Fédérale de Lausanne, 1015 Lausanne, Switzerland",EPFL,10.1017/S0022112009993016,http://dx.doi.org/10.1017/S0022112009993016,The effect of thermal expansion on diffusion flame instabilities,M. MATALON /// P. METZENER,2010,Journal of Fluid Mechanics,"aff001 /// 1 ///  ///  /// Department of Mechanical Science and Engineering ///  /// ,  /// University of Illinois at Urbana-Champaign ///  /// ,  /// Urbana ///  /// ,  /// IL 61801 ///  /// ,  /// USA ///  /// aff002 /// 2 ///  ///  /// Faculté des Sciences de Base ///  /// ,  /// Ecole Polytechnique Fédérale de Lausanne ///  /// ,  /// 1015 Lausanne ///  /// ,  /// Switzerland /// "
"École Polytechnique                     Fédérale de Lausanne,                     Ecublens, 1015 Lausanne,                     Switzerland",EPFL,10.1017/S0022112009006466,http://dx.doi.org/10.1017/S0022112009006466,"Segregation, recirculation and deposition of coarse particles near                     two-dimensional avalanche fronts",J. M. N. T. GRAY /// C. ANCEY,2009,Journal of Fluid Mechanics,"aff001 /// 1 ///  ///  /// School of Mathematics and                     Manchester Centre for Nonlinear Dynamics ///  /// ,  /// University of                     Manchester ///  /// ,  /// Oxford Road ///  /// ,                      /// Manchester M13 9PL ///  /// ,  /// UK ///  /// aff002 /// 2 ///  ///  /// École Polytechnique                     Fédérale de Lausanne ///  /// ,                      /// Ecublens ///  /// ,  /// 1015 Lausanne ///  /// ,                      /// Switzerland /// "
"Anthropological Institute, University of Zürich-Irchel, Winterthurerstr. 190, 8057 Zürich, Switzerland",University of Zurich,10.1017/S0030605300021165,http://dx.doi.org/10.1017/S0030605300021165,Sighting of the western gentle lemur  in north-west Madagascar,Deborah J. Curtis /// Alphonse Zaramody /// Olivier D. Rabetsimialona,1995,Oryx,"aff1 /// Anthropological Institute ///  /// ,  /// University of Zürich-Irchel ///  /// ,  /// Winterthurerstr. 190 ///  /// ,  /// 8057 Zürich ///  /// ,  /// Switzerland ///  /// aff2 /// Département des Sciences de la Terre ///  /// ,  /// Université de Mahajanga ///  /// ,  /// Mahajanga 401 ///  /// ,  /// Madagascar ///  /// aff3 /// Hotel Salama ///  /// ,  /// Mitsinjo ///  /// ,  /// Madagascar /// "
"World Health Organization, Control of Neglected Tropical Diseases, Innovative and Intensified Disease Management, Geneva, Switzerland",,10.1017/S0031182009006416,http://dx.doi.org/10.1017/S0031182009006416,Controlling sleeping sickness – a review,S. C. WELBURN /// I. MAUDLIN /// P. P. SIMARRO,2009,Parasitology,"aff001 /// 1 ///  ///  /// Centre for Infectious Diseases, College of Medicine and Veterinary Medicine ///  /// ,  /// The University of Edinburgh ///  /// ,  /// Summerhall ///  /// ,  /// Edinburgh ///  /// ,  /// EH9 1QH ///  /// aff002 /// 2 ///  ///  /// World Health Organization, Control of Neglected Tropical Diseases ///  /// ,  /// Innovative and Intensified Disease Management ///  /// ,  /// Geneva ///  /// ,  /// Switzerland /// "
"Institute of Isotope Geology and Mineral Resources, ETH Zurich, Clausiusstrasse 25, 8092 Zurich, Switzerland",ETH Zurich,10.1017/S0016756809006438,http://dx.doi.org/10.1017/S0016756809006438,"Late Miocene magmatic activity in the Attic-Cycladic Belt of the Aegean (Lavrion, SE Attica, Greece): implications for the geodynamic evolution and timing of ore deposition",ANTHI LIATI /// NIKOS SKARPELIS /// GEORGIA PE-PIPER,2009,Geological Magazine,"aff001 /// * ///  /// Institute of Isotope Geology and Mineral Resources ///  /// ,  /// ETH Zurich ///  /// ,  /// Clausiusstrasse 25 ///  /// ,  /// 8092 Zurich ///  /// ,  /// Switzerland ///  /// aff002 /// ‡ ///  /// Department of Geology & Geoenvironment ///  /// ,  /// University of Athens ///  /// ,  /// Panepistimiopoli ///  /// ,  /// 15784 Zografou ///  /// ,  /// Athens ///  /// ,  /// Greece ///  /// aff003 /// § ///  /// Department of Geology ///  /// ,  /// Saint Mary's University ///  /// ,  /// Halifax ///  /// ,  /// NS B3H 3C3 ///  /// ,  /// Canada /// "
"International Conferences on Environmental Future, 7 Chemin Taverney, 1218 Grand-Saconnex, Geneva, Switzerland",,10.1017/S0376892900011024,http://dx.doi.org/10.1017/S0376892900011024,International Conferences on Environmental Future,Nicholas Polunin /// Ulrich E. Loening,1987,Environmental Conservation,"aff1 /// International Conferences on Environmental Future ///  /// ,  /// 7 Chemin Taverney ///  /// ,  /// 1218 Grand-Saconnex ///  /// ,  /// Geneva ///  /// ,  /// Switzerland ///  /// aff2 /// University of Edinburgh ///  /// ,  /// Centre for Human Ecology ///  /// ,  /// 15 Buccleuch Place ///  /// ,  /// Edinburgh EH8 9LN ///  /// ,  /// Scotland ///  /// ,  /// UK ///  /// ."
"ProClim—The Swiss National Climate Programme, Hirschengraben 11, PO Box 7613, CH-3001 Bern, Switzerland. Tel.  Fax ",,10.1017/S0376892900032835,http://dx.doi.org/10.1017/S0376892900032835,The Swiss National Climate Programme (ProClim): Objectives and Prospects,Martin Beniston,1990,Environmental Conservation,"aff1 /// ProClim—The Swiss National Climate Programme,  /// Hirschengraben 11 ///  /// ,  /// PO Box 7613 ///  /// ,  /// CH-3001 Bern ///  /// ,  /// Switzerland ///  /// . Tel.  /// +41-(0)31 21 21 14 ///  ///  Fax  /// +41-(0)31 22 91 64 /// "
"Swiss National Climate Programme (ProClim), Bärenplatz 2, 3001 Bern and Institute of Geography, Swiss Federal Institute of Technology, Zürich, Switzerland",ETH Zurich,10.1017/S0376892900030654,http://dx.doi.org/10.1017/S0376892900030654,An Example of Climate-relevant Processes Unresolved by Present-day General Circulation Models,Martin Beniston /// J. Pérez-Sanchez,1992,Environmental Conservation,"aff1 /// Swiss National Climate Programme (ProClim) ///  /// ,  /// Bärenplatz 2 ///  /// ,  /// 3001 Bern and Institute of Geography ///  /// ,  /// Swiss Federal Institute of Technology ///  /// ,  /// Zürich ///  /// ,  /// Switzerland ///  /// aff2 /// ETS Ingenieros Industrials ///  /// ,  /// Universidad de Gran Canaria ///  /// ,  /// Las Palmas ///  /// ,  /// Spain ///  /// ."
"President of the World Council For The Biosphere and of the Foundation for Environmental Conservation, Geneva, Switzerland.",,10.1017/S037689290002124X,http://dx.doi.org/10.1017/S037689290002124X,Global Environmental Education: Towards a Way of Thinking and Acting,William B. Stapp /// Nicholas Polunin,1991,Environmental Conservation,"aff1 /// Thurnau Professor of Environmental Education and Director of GREEN ///  /// ,  /// School of Natural Resources ///  /// ,  /// University of Michigan ///  /// ,  /// Ann Arbor ///  /// ,  /// Michigan 84104 ///  /// ,  /// USA ///  /// aff2 /// President of the World Council For The Biosphere and of the Foundation for Environmental Conservation ///  /// ,  /// Geneva ///  /// ,  /// Switzerland ///  /// ."
"Environmental Conservation, 15 Chemin F.-Lehmann, 1218 Grand-Saconnex, Geneva, Switzerland.",,10.1017/S0376892900006615,http://dx.doi.org/10.1017/S0376892900006615,Proposal: International Year of the Biosphere,John R. Vallentyne /// J. R. Strickler /// Nicholas Polunin,1980,Environmental Conservation,"aff1 /// Canada Centre for Inland Waters ///  /// ,  /// P.O. Box 5050 ///  /// ,  /// Burlington ///  /// ,  /// Ontario L7R 4A6 ///  /// ,  /// Canada ///  /// aff2 /// Australian Institute of Marine Science ///  /// ,  /// P.M.B. No 3 ///  /// ,  /// M.S.O. ///  /// ,  /// Townsville Queensland 4810 ///  /// ,  /// Australia ///  /// aff3 /// Environmental Conservation ///  /// ,  /// 15 Chemin F.-Lehmann ///  /// ,  /// 1218 Grand-Saconnex ///  /// ,  /// Geneva ///  /// ,  /// Switzerland ///  /// ."
"Division Psychosomatic Medicine, Department of Internal Medicine, University Hospital Basel, Basel, Switzerland",University of Basel,10.1017/S1121189X00006151,http://dx.doi.org/10.1017/S1121189X00006151,Doctors' responses to patients' concerns; an exploration of communication sequences in gynaecology,Sandra Van Dulmen /// Matthias Nübling /// Wolf Langewitz,2003,Epidemiologia e Psichiatria Sociale,"aff1 /// 1 ///  ///  /// NIVEL (Netherlands Institute of Health Services Research) ///  /// ,  /// Utrecht ///  /// ,  /// The Netherlands ///  /// aff2 /// 2 ///  ///  /// Society for Empirical Consulting (GEB) ///  /// ,  /// Freiburg i Brsg ///  /// ,  /// Germany ///  /// aff3 /// 3 ///  ///  /// Division Psychosomatic Medicine ///  /// ,  /// Department of Internal Medicine ///  /// ,  /// University Hospital Basel ///  /// ,  /// Basel ///  /// ,  /// Switzerland /// "
"International Union for Conservation of Nature and Natural Resources Avenue du Mont-Blanc 1196 Gland, Switzerland; Professor of Applied Botany and Head Department of Botany, Faculty of Science Cairo UniversityGiza, Egypt.",,10.1017/S0376892900011802,http://dx.doi.org/10.1017/S0376892900011802,The International Union for Conservation of Nature and Natural Resources (IUCN),Mohamed Kassas,1983,Environmental Conservation,"aff1 /// International Union for Conservation of Nature and Natural Resources Avenue du Mont-Blanc 1196 Gland ///  /// ,  /// Switzerland ///  /// ;  /// Professor of Applied Botany and Head Department of Botany ///  /// ,  /// Faculty of Science Cairo University ///  /// Giza ///  /// ,  /// Egypt ///  /// ."
