Matching Affiliation,Institution Guess,doi,url,Article Title,Authors,Year,Journal Title,All Affiliations
"École Polytechnique Fédérale de Lausanne, EPFL-IGAT, Bâtiment de Chimie (BCH), CH-1015 Lausanne, Switzerland. E-mail: jean-baptiste.gramain@epfl.ch",EPFL,10.1515/JGT.2009.014,http://dx.doi.org/10.1515/JGT.2009.014,Defect of characters of the symmetric group,Jean-Baptiste Gramain,2009,Journal of Group Theory,"aff1 /// 1 ///  /// École Polytechnique Fédérale de Lausanne, EPFL-IGAT, Bâtiment de Chimie (BCH), CH-1015 Lausanne, Switzerland. E-mail:  /// mailto:jean-baptiste.gramain@epfl.ch /// simple /// jean-baptiste.gramain@epfl.ch /// "
"Seminar für Angewandte Mathematik, ETH Zürich, Rämistrasse 101, 8092 Zürich, Switzerland",ETH Zurich,10.1515/mcma-2013-0003,http://dx.doi.org/10.1515/mcma-2013-0003,"Erratum: Fast simulation of Gaussian random fields [Monte Carlo Methods Appl. 17 (2011), 195–214]",Annika Lang /// Jürgen Potthoff,2013,Monte Carlo Methods and Applications,"aff1 /// 1 ///  /// Seminar für Angewandte Mathematik, ETH Zürich, Rämistrasse 101, 8092 Zürich, Switzerland /// aff2 /// 2 ///  /// Institut für Mathematik, Universität Mannheim, 68131 Mannheim, Germany"
"Syngenta Crop Protection AG, CH-4002 Basel, Switzerland",,10.1351/pac200880010105,http://dx.doi.org/10.1351/pac200880010105,Transport of pesticides via macropores (IUPAC Technical Report),Werner Kördel /// Hans Egli /// Michael Klein,2008,Pure and Applied Chemistry,"aff1 /// 1 ///  /// Fraunhofer Institute for Molecular Biology and Applied Ecology, D-57392 Schmallenberg, Germany /// aff2 /// 2 ///  /// Syngenta Crop Protection AG, CH-4002 Basel, Switzerland"
"Department of Pediatrics, University of Zürich, CH-8032 Zürich, Switzerland",University of Zurich,10.1515/pteridines.1991.3.12.13,http://dx.doi.org/10.1515/pteridines.1991.3.12.13,Monitoring Treatment in Tetrahydrobiopterin Deficiency,M. Spada /// T. Parrella /// R. Ponzone /// S. Ferraris /// O. Guardamagna /// A. Ponzone /// N. Blau,1991,Pteridines,"aff1 /// 1 ///  /// Istituto di Clinica Pediatrica, Piazza Polonia 94, 10126 Torino, Italy /// aff2 /// 2 ///  /// Department of Pediatrics, University of Zürich, CH-8032 Zürich, Switzerland"
"Concretum Construction Science Inc., Zürich, Switzerland",,10.1515/rbm-2002-5709,http://dx.doi.org/10.1515/rbm-2002-5709,"Application of PVA-Fiber Reinforced Self-Compacting Concrete (ECC) for Repair of Concrete Structures / Anwendung eines selbstverdichtenden, mit PVA-Fasern verstärkten Betons (ECC) zur Instandsetzung von Stahlbetontragwerken",M. F. Bäuml /// F. H. Wittmann,2002,Restoration of Buildings and Monuments,"aff1 /// 1 ///  /// Concretum Construction Science Inc., Zürich, Switzerland /// aff2 /// 2 ///  /// Qingdao Institute of Architecture and Engineering, CDMR, Qingdao, China and Aedificat Institute Freiburg, Germany"
"Laboratory for High Energy Physics, ETH Zürich, c/o SIN, CH-5234 Villingen, Switzerland",ETH Zurich,10.1524/zpch.1979.116.116.157,http://dx.doi.org/10.1524/zpch.1979.116.116.157,"The Positive Muon as a Light Isotope of Hydrogen: Trapping in Copper, Vanadium, Niobium and Tantalum",M. Camani /// F. N. Gygax /// W. Rüegg /// A. Schenck /// H. Schilling /// J. Keller,1979,Zeitschrift für Physikalische Chemie,"a1 /// Laboratory for High Energy Physics, ETH Zürich, c/o SIN, CH-5234 Villingen, Switzerland /// a2 /// Facultad de Química, Universidad Nacional Autónoma de Mexico, Mexico 20, D.F."
"Ecole Polytechnique Fédérale de Lausanne, Laboratoire de Spectroscopie Ultrarapide, ISIC, Faculté des Sciences de Base, Station 6, CH-1015 Lausanne, Switzerland",EPFL,10.1515/pac-2014-0939,http://dx.doi.org/10.1515/pac-2014-0939,Empirical rules of molecular photophysics in the light of ultrafast spectroscopy,Majed Chergui,2015,Pure and Applied Chemistry,"aff1 /// 1 ///  /// Ecole Polytechnique Fédérale de Lausanne, Laboratoire de Spectroscopie Ultrarapide, ISIC, Faculté des Sciences de Base, Station 6, CH-1015 Lausanne, Switzerland"
"Section de langues et civilisations slaves et de l'Asie du Sud, Université de Lausanne, Anthropole, 1015 Lausanne-Dorigny, Switzerland",University of Lausanne,10.1515/asia-2014-0059,http://dx.doi.org/10.1515/asia-2014-0059,Recent textbooks on religions in South Asia,Philippe Bornet,2014,Asiatische Studien - Études Asiatiques,"aff1 /// 1 ///  /// Section de langues et civilisations slaves et de l'Asie du Sud, Université de Lausanne, Anthropole, 1015 Lausanne-Dorigny, Switzerland"
"Section de langues et civilisations slaves et de l'Asie du Sud, Université de Lausanne, Anthropole, 1015 Lausanne-Dorigny, Switzerland",University of Lausanne,10.1515/asia-2014-0056,http://dx.doi.org/10.1515/asia-2014-0056,"Dial M for Murder: A case of passion killing, criminal evidence and sultanic power in Medieval India",Blain Auer,2014,Asiatische Studien - Études Asiatiques,"aff1 /// 1 ///  /// Section de langues et civilisations slaves et de l'Asie du Sud, Université de Lausanne, Anthropole, 1015 Lausanne-Dorigny, Switzerland"
"BIOTRONIK AG, Bulach, Switzerland",,10.1515/bmt-2013-4383,http://dx.doi.org/10.1515/bmt-2013-4383,Feasibility of Polymer/Drug Coating on Absorbable and Permanent Stent Platforms - Technological Challenges,N. Grabow /// M. Wentzlaff /// V. Senz /// A. Seidlitz /// C. Harder /// K. Sternberg /// W. Weitschies /// K. P. Schmitz,2013,Biomedical Engineering / Biomedizinische Technik,"aff1 /// 1 ///  /// Institute for Biomedical Engineering, University of Rostock, Germany /// aff2 /// 2 ///  /// Biopharmaceutics and Pharmaceutical Technology, University of Greifswald, Germany /// aff3 /// 3 ///  /// BIOTRONIK AG, Bulach, Switzerland"
"Hamilton Bondaz, AG Switzerland",,10.1515/freq.2011.032,http://dx.doi.org/10.1515/freq.2011.032,Wireless Measurement System for Extracting Open Loop Micro Coil Parameters,A. Yousaf /// T. Jeager /// L. Reindl,2011,Frequenz,"aff1 /// 1 ///  /// Laboratory for Electrical Instrumentation, Department of Microsystems Engineering – IMTEK, University of Freiburg, Germany /// aff2 /// 2 ///  /// Hamilton Bondaz, AG Switzerland"
"Institut für Mathematik, Universität Zürich, Winterthurerstrasse 190, 8057 Zürich, Switzerland. e-mail: delellis@math.unizh.ch",University of Zurich,10.1515/CRELLE.2008.016,http://dx.doi.org/10.1515/CRELLE.2008.016,Estimates and regularity results for the DiPerna-Lions flow,Gianluca Crippa /// Camillo de Lellis,2008,Journal für die reine und angewandte Mathematik (Crelles Journal),"Scuola Normale Superiore, Piazza dei Cavalieri 7, 56126 Pisa, Italy. e-mail: g.crippa@sns.it /// Institut für Mathematik, Universität Zürich, Winterthurerstrasse 190, 8057 Zürich, Switzerland. e-mail: delellis@math.unizh.ch"
"Wood Laboratory, Swiss Federal Laboratories for Materials Testing and Research (EMPA), St. Gallen, Switzerland",,10.1515/HF.2006.071,http://dx.doi.org/10.1515/HF.2006.071,Permeability changes in heartwood of  and  induced by incubation with ,Francis W.M.R. Schwarze /// Helge Landmesser /// Bruno Zgraggen /// Markus Heeb,2006,Holzforschung,"a1 /// 1.  ///  /// Wood Laboratory, Swiss Federal Laboratories for Materials Testing and Research (EMPA), St. Gallen, Switzerland and Institut für Forstbotanik und Baumphysiologie, Albert-Ludwigs-Universität Freiburg, Freiburg i.Br., Germany /// a2 /// 2.  ///  /// Wood Laboratory, Swiss Federal Laboratories for Materials Testing and Research (EMPA), St. Gallen, Switzerland and Institut für Forstbotanik und Baumphysiologie, Albert-Ludwigs-Universität Freiburg, Freiburg i.Br., Germany /// a3 /// 3.  ///  /// Wood Laboratory, Swiss Federal Laboratories for Materials Testing and Research (EMPA), St. Gallen, Switzerland /// a4 /// 4.  ///  /// Wood Laboratory, Swiss Federal Laboratories for Materials Testing and Research (EMPA), St. Gallen, Switzerland"
"Privatdozent and Lecturer at the University of Basel, Switzerland; Attorney at Law; Deputy General Counsel of St Galler Kantonalbank AG",University of St-Gall,10.1515/jetl-2013-0012,http://dx.doi.org/10.1515/jetl-2013-0012,Financial Crisis – The Liability of Banking Institutions,Peter Loser,2013,Journal of European Tort Law,"aff1 /// 1 ///  /// Privatdozent and Lecturer at the University of Basel, Switzerland; Attorney at Law; Deputy General Counsel of St Galler Kantonalbank AG"
"Institut des Sciences et de l'Ingénierie Chimique, Swiss Federal Institute of Technology, CH-1015 Lausanne, Switzerland; and Dublin City University, Dublin, Ireland",University of Lausanne,10.1515/jnetdy-2013-0003,http://dx.doi.org/10.1515/jnetdy-2013-0003,The role of thermodynamics in biochemical engineering,Urs von Stockar,2013,Journal of Non-Equilibrium Thermodynamics,"aff1 /// 1 ///  /// Institut des Sciences et de l'Ingénierie Chimique, Swiss Federal Institute of Technology, CH-1015 Lausanne, Switzerland; and Dublin City University, Dublin, Ireland"
"Department of Pediatric Intensive Care and Neonatology, Zurich University Children’s Hospital, Steinwiesstrasse, Zurich, Switzerland",University of Zurich,10.1515/jpm-2011-1000,http://dx.doi.org/10.1515/jpm-2011-1000,Intermittent flushing improves cannula patency compared to continuous infusion for peripherally inserted venous catheters in newborns: results from a prospective observational study,Anna Perez /// Isabelle Feuz /// Barbara Brotschi /// Vera Bernet,2012,Journal of Perinatal Medicine,"aff1 /// 1 ///  /// Department of Pediatric Intensive Care and Neonatology, Zurich University Children’s Hospital, Steinwiesstrasse, Zurich, Switzerland /// aff2 /// a ///  /// Shared first authorship."
"Eprova AG, Im Laternenacker 5, CH-S200 Schaffhausen, Switzerland. Dedicated to the 70th birthday of Prof. Dr. Dr. h.c. Helmut Wachter, Innsbruck, Austria",,10.1515/pteridines.1999.10.3.95,http://dx.doi.org/10.1515/pteridines.1999.10.3.95,Synthesis of Optically Pure Diastereoisomers of Reduced Folates,V. Groehn /// R. Moser,1999,Pteridines,"aff1 /// 1 ///  /// Eprova AG, Im Laternenacker 5, CH-S200 Schaffhausen, Switzerland. Dedicated to the 70th birthday of Prof. Dr. Dr. h.c. Helmut Wachter, Innsbruck, Austria"
"Institute of Applied Physics, University of Bern, Sidlerstrasse 5, 3012 Bern, Switzerland",University of Bern,10.1515/plm-2014-0028,http://dx.doi.org/10.1515/plm-2014-0028,Real-time clinical clutter reduction in combined epi-optoacoustic and ultrasound imaging,Michael Jaeger /// Kujtim Gashi /// Hidayet Günhan Akarçay /// Gerrit Held /// Sara Peeters /// Tigran Petrosyan /// Stefan Preisser /// Michael Gruenig /// Martin Frenz,2014,Photonics & Lasers in Medicine,"aff1 /// 1 ///  /// Institute of Applied Physics, University of Bern, Sidlerstrasse 5, 3012 Bern, Switzerland /// aff2 /// 2 ///  /// Technische Universiteit Eindhoven, Den Dolech 2, 5612 AZ Eindhoven, The Netherlands"
"University Children's Hospital, Zurich, Switzerland",University of Zurich,10.1515/pteridines.1995.6.3.144,http://dx.doi.org/10.1515/pteridines.1995.6.3.144,Deprenyl in 6-Pyruvoyl Tetrahydropterin Synthase Deficiency,M. Spada /// A. Schuler /// N. Blau /// S. Ferraris /// C. Lanza /// A. Ponzone,1995,Pteridines,"aff1 /// 1 ///  /// Department of Pediatrics, University of Torino, Italy /// aff2 /// 2 ///  /// National Institute of Pediatrics, Budapest, Hungary /// aff3 /// 3 ///  /// University Children's Hospital, Zurich, Switzerland"
"Universitätskinderspital Zürich, Abteilung Klinische Chemie, University Zurich, Steinwiesstr. 75, Ch-8032 Zurich, Switzerland",University of Zurich,10.1515/pteridines.1991.3.12.29,http://dx.doi.org/10.1515/pteridines.1991.3.12.29,7-Substituted Pterins: Formation in Carbinolamine Dehydratase Deficiency,H.-C. Curtius /// I. Rebrin /// T. Küster /// C. Adler,1991,Pteridines,"aff1 /// 1 ///  /// Universitätskinderspital Zürich, Abteilung Klinische Chemie, University Zurich, Steinwiesstr. 75, Ch-8032 Zurich, Switzerland /// aff2 /// 2 ///  /// Department of Human Genetics, University Greifswald, Greifswald, Fed. Rep. of Germany"
" Université de Genève, Geneva, Switzerland ",University of Geneva,10.2478/psicl-2011-0039,http://dx.doi.org/10.2478/psicl-2011-0039,Negation and lexical morphology across languages: Insights from a trilingual translation corpus,Bruno  Cartoni /// Marie-Aude  Lefer,2011,Poznań Studies in Contemporary Linguistics,"aff.0001 ///  Université de Genève, Geneva, Switzerland  /// aff.0002 ///  Université catholique de Louvain and Institut Libre Marie Haps, Louvain-La-Neuve, Belgium  "
"Department of Chemistry, University of Basel, St. Johanns-Ring 19, 4056 Basel, Switzerland",University of Basel,10.1351/pac200678112003,http://dx.doi.org/10.1351/pac200678112003,Tetranucleotides as a scaffold for diporphyrin arrays,Imenne Bouamaied /// Leslie-Anne Fendt /// Markus Wiesner /// Daniel Häussinger /// Nicolas Amiot /// Sandra Thöni /// Eugen Stulz,2006,Pure and Applied Chemistry,"aff1 /// 1 ///  /// Department of Chemistry, University of Basel, St. Johanns-Ring 19, 4056 Basel, Switzerland /// aff2 /// 2 ///  /// School of Chemistry, University of Southampton, Highfield, Southampton SO17 1BJ, UK"
"Institut d'électrochimie et de radiochimie, Swiss Federal Institute of Technology, Lausanne (Switzerland)",EPFL,10.1524/ract.1988.43.3.143,http://dx.doi.org/10.1524/ract.1988.43.3.143,Scavenging of Tc(V) Formed by I.T. in TcO Solutions,Ε. IANOZ /// M. COLIN /// M. KOSINSKI,1988,Radiochimica Acta,"aff1 /// 1 ///  /// Institut d'électrochimie et de radiochimie, Swiss Federal Institute of Technology, Lausanne (Switzerland) /// aff2 /// 2 ///  /// lnstitut de radiophysique appliqu£e, Lausanne"
"NP-Division, CERN, Geneve-23, Switzerland.",,10.1524/ract.1966.5.1.28,http://dx.doi.org/10.1524/ract.1966.5.1.28,"Cross Sections of Some (n, p) and (n, α) Reactions Induced by 14.8 MeV Neutrons",A. Kjelberg /// A. C. Pappas /// E. Steinnes,1966,Radiochimica Acta,"aff1 /// 1 ///  /// Department of Chemistry, University of Oslo, Blindera, Norway /// aff2 /// 2 ///  /// NP-Division, CERN, Geneve-23, Switzerland. /// aff3 /// 3 ///  /// Institute for Atomic Energy, Kjeller, Norway."
"Institut d'Electrochimie et Radiochimie, Ecole Polytechnique Fédérale de Lausanne et Institut de Radiophysique Appliquée, Lausanne (Switzerland)",EPFL,10.1524/ract.1979.26.34.141,http://dx.doi.org/10.1524/ract.1979.26.34.141,Chemical Effects of the Isomeric Transition of Tc in a (NH) 299TcCl Matrix,E. IANOVICI /// P. LERCH /// Ζ. PROSO /// M. DECOMBAZ /// A. G. MADDOCK,1979,Radiochimica Acta,"aff1 /// 1 ///  /// Institut d'Electrochimie et Radiochimie, Ecole Polytechnique Fédérale de Lausanne et Institut de Radiophysique Appliquée, Lausanne (Switzerland) /// aff2 /// 2 ///  /// University Chemical Laboratory, Cambridge (England)"
"Medico-legal Center, Lausanne University Hospital, Lausanne, Switzerland",University of Lausanne,10.1515/cclm-2014-0709,http://dx.doi.org/10.1515/cclm-2014-0709,Measurement of apolipoprotein M in sepsis-related deaths,Cristian Palmiere /// Alessandro Bonsignore /// Marc Augsburger,2015,Clinical Chemistry and Laboratory Medicine (CCLM),"aff1 /// 1 ///  /// Medico-legal Center, Lausanne University Hospital, Lausanne, Switzerland /// aff2 /// 2 ///  /// Department of Legal Medicine, University of Genova, Genova, Italy"
"Institute of Clinical Chemistry, Center for Integrative Human Physiology, University Hospital Zurich, Zurich, Switzerland",University of Zurich,10.1515/CCLM.2007.103,http://dx.doi.org/10.1515/CCLM.2007.103,The c.–292C>T promoter polymorphism increases reticulocyte-type 15-lipoxygenase-1 activity and could be atheroprotective,Jonas Wittwer /// Mathias Bayer /// Armin Mosandl /// Jörg Muntwyler /// Martin Hersberger,2007,Clinical Chemical Laboratory Medicine,"a1 /// 1 ///  /// Institute of Clinical Chemistry, Center for Integrative Human Physiology, University Hospital Zurich, Zurich, Switzerland /// a2 /// 2 ///  /// Department of Food Chemistry, J.W. Goethe-University, Biocenter, Frankfurt am Main, Germany /// a3 /// 3 ///  /// Department of Food Chemistry, J.W. Goethe-University, Biocenter, Frankfurt am Main, Germany /// a4 /// 4 ///  /// Cardiovascular Center Division of Cardiology, University Hospital Zurich, Zurich, Switzerland /// a5 /// 5 ///  /// Institute of Clinical Chemistry, Center for Integrative Human Physiology, University Hospital Zurich, Zurich, Switzerland"
"Department of Clinical Chemistry and Laboratory Medicine, Ente Ospedaliero Cantonale, Bellinzona, Switzerland",,10.1515/cclm-2011-0920,http://dx.doi.org/10.1515/cclm-2011-0920,"Thyroid volume influences serum calcitonin levels in a thyroid-healthy population: results of a 3-assay, 519 subjects study",Luca Giovanella /// Mauro Imperiali /// Anna Ferrari /// Alessia Palumbo /// Lorella Lippa /// Andrea Peretti /// Maria Stella Graziani /// Roberto Castello /// Frederik A. Verburg,2012,Clinical Chemistry and Laboratory Medicine,"aff1 /// 1 ///  /// Department of Nuclear Medicine and Thyroid Centre, Oncology Institute of Southern Switzerland, Bellinzona, Switzerland /// aff2 /// 2 ///  /// Department of Clinical Chemistry and Laboratory Medicine, Ente Ospedaliero Cantonale, Bellinzona, Switzerland /// aff3 /// 3 ///  /// Department of Clinical Pathology, University Hospital of Verona, Verona, Italy /// aff4 /// 4 ///  /// Department of Internal Medicine and Endocrinology, University Hospital of Verona, Verona, Italy /// aff5 /// 5 ///  /// Department of Nuclear Medicine, University of Aachen, Aachen, Germany"
