springer id,title,eissn,pissn,number of articles,minYear,maxYear,cardinality,missing years
11554,Journal of Real-Time Image Processing,1861-8219,1861-8200,375,2006.0,2016.0,11,0.0
12064,Theory in Biosciences,1611-7530,1431-7613,375,2000.0,2015.0,16,0.0
10852,Journal of Mathematical Modelling and Algorithms,1572-9214,1570-1166,374,2002.0,2015.0,14,0.0
11682,Brain Imaging and Behavior,1931-7565,1931-7557,374,2007.0,2015.0,9,0.0
11816,Plant Biotechnology Reports,1863-5474,1863-5466,374,2007.0,2015.0,9,0.0
10433,European Journal of Ageing,1613-9380,1613-9372,373,2004.0,2015.0,12,0.0
11440,Acta Geotechnica,1861-1133,1861-1125,373,2006.0,2016.0,11,0.0
12601,Ocean Science Journal,2005-7172,1738-5261,370,2005.0,2015.0,11,0.0
40430,Journal of the Brazilian Society of Mechanical Sciences and Engineering,1806-3691,1678-5878,370,2013.0,2016.0,4,0.0
12646,Psychological Studies,0974-9861,0033-2968,369,2009.0,2015.0,7,0.0
10888,The Journal of Economic Inequality,1573-8701,1569-1721,368,2003.0,2016.0,14,0.0
591,Mathematische Semesterberichte,1432-1815,0720-728X,367,1992.0,2015.0,24,0.0
40766,La Rivista del Nuovo Cimento (1978-1999),1826-9850,,367,1978.0,1999.0,22,0.0
550,uwf UmweltWirtschaftsForum,1432-2293,0943-3481,366,2007.0,2015.0,9,0.0
13410,International Journal of Diabetes in Developing Countries,1998-3832,0973-3930,366,2011.0,2015.0,5,0.0
40592,Monash Bioethics Review,1836-6716,1321-2753,365,1982.0,2015.0,34,0.0
10208,Foundations of Computational Mathematics,1615-3383,1615-3375,364,2001.0,2016.0,16,0.0
10243,Médecine et Chirurgie du Pied,1765-2855,0759-2280,364,2004.0,2015.0,12,0.0
10207,International Journal of Information Security,1615-5270,1615-5262,363,2001.0,2016.0,16,0.0
10442,Annals of Clinical Psychiatry,1573-3238,1040-1237,362,1997.0,2003.0,7,0.0
11495,Petrology,1556-2085,0869-5911,362,2006.0,2016.0,11,0.0
12053,Energy Efficiency,1570-6478,1570-646X,362,2008.0,2016.0,9,0.0
12365,European Demographic Information Bulletin,,0046-2756,362,1970.0,1983.0,13,1.0
13538,Brazilian Journal of Physics,1678-4448,0103-9733,362,2011.0,2016.0,6,0.0
13328,Russian Journal of Genetics: Applied Research,2079-0600,2079-0597,360,2011.0,2015.0,5,0.0
10799,Information Technology and Management,1573-7667,1385-951X,358,2000.0,2015.0,16,0.0
12351,Operational Research,1866-1505,1109-2858,358,2001.0,2015.0,15,0.0
10816,Journal of Archaeological Method and Theory,1573-7764,1072-5369,357,1994.0,2016.0,23,0.0
13568,AMB Express,2191-0855,,357,2011.0,2016.0,6,0.0
10818,Journal of Bioeconomics,1573-6989,1387-6996,356,1999.0,2015.0,17,0.0
11571,Cognitive Neurodynamics,1871-4099,1871-4080,355,2007.0,2016.0,10,0.0
11975,Physics of Wave Phenomena,1934-807X,1541-308X,355,2007.0,2015.0,9,0.0
12494,SynthesHis,1876-5548,1570-2693,354,2010.0,2014.0,5,0.0
13550,EJNMMI Research,2191-219X,,354,2011.0,2016.0,6,0.0
11608,Pelvi-périnéologie,1778-3720,1778-3712,353,2006.0,2011.0,6,0.0
11755,Astrophysical Bulletin,1990-3421,1990-3413,353,2007.0,2015.0,9,0.0
13139,Nuclear Medicine and Molecular Imaging,1869-3482,1869-3474,353,2010.0,2015.0,6,0.0
10820,Journal of Computer-Aided Materials Design,1573-4900,0928-1045,352,1993.0,2008.0,16,0.0
12559,Cognitive Computation,1866-9964,1866-9956,352,2009.0,2016.0,8,0.0
10502,Archival Science,1573-7519,1389-0166,350,2001.0,2015.0,15,0.0
11692,Evolutionary Biology,1934-2845,0071-3260,349,2007.0,2016.0,10,0.0
12604,Catalysis in Industry,2070-0555,2070-0504,346,2009.0,2015.0,7,0.0
11150,Review of Economics of the Household,1573-7152,1569-5239,345,2003.0,2015.0,13,0.0
11479,Geotectonics,1556-1976,0016-8521,345,2006.0,2016.0,11,0.0
11639,LO SCALPELLO-OTODI Educational,1970-6812,0390-5276,344,2007.0,2015.0,9,0.0
11963,Kinematics and Physics of Celestial Bodies,1934-8401,0884-5913,344,2007.0,2015.0,9,0.0
10920,Journal of Near-Death Studies,1573-3661,0891-4494,343,1987.0,2003.0,14,3.0
13225,Fungal Diversity,1878-9129,1560-2745,343,2010.0,2016.0,7,0.0
10182,AStA Advances in Statistical Analysis,1863-818X,1863-8171,342,2004.0,2016.0,13,0.0
13744,Neotropical Entomology,1678-8052,1519-566X,342,2012.0,2016.0,5,0.0
11233,Tertiary Education and Management,1573-1936,1358-3883,341,1995.0,2006.0,12,0.0
12083,Peer-to-Peer Networking and Applications,1936-6450,1936-6442,341,2008.0,2016.0,9,0.0
13351,Acta Meteorologica Sinica,2191-4788,0894-0525,341,2011.0,2015.0,5,0.0
10984,Learning Environments Research,1573-1855,1387-1579,340,1998.0,2016.0,19,0.0
12018,Clinical Reviews in Bone and Mineral Metabolism,1559-0119,1534-8644,340,2002.0,2016.0,14,1.0
11625,Sustainability Science,1862-4057,1862-4065,339,2006.0,2016.0,11,0.0
12273,Building Simulation,1996-8744,1996-3599,339,2008.0,2016.0,9,0.0
12005,Optical Memory and Neural Networks,1934-7898,1060-992X,338,2007.0,2015.0,9,0.0
12194,Radiological Physics and Technology,1865-0341,1865-0333,338,2008.0,2016.0,9,0.0
10211,acta ethologica,1437-9546,0873-9749,335,1999.0,2016.0,18,0.0
13142,Translational Behavioral Medicine,1613-9860,1869-6716,335,2011.0,2015.0,5,0.0
10969,Journal of Structural and Functional Genomics,1570-0267,1345-711X,334,2000.0,2015.0,15,1.0
10700,Fuzzy Optimization and Decision Making,1573-2908,1568-4539,333,2002.0,2016.0,15,0.0
10774,International Journal of Value-Based Management,1572-8528,0895-8815,333,1988.0,2003.0,16,0.0
11966,Moscow University Biological Sciences Bulletin,1934-791X,0096-3925,333,2007.0,2015.0,9,0.0
13344,China Ocean Engineering,2191-8945,0890-5487,333,2011.0,2016.0,6,0.0
13370,Afrika Matematika,2190-7668,1012-9405,333,2011.0,2016.0,6,0.0
40926,Philosophy of Management,2052-9597,1740-3812,333,2001.0,2016.0,15,1.0
11039,MOST: Economic Policy in Transitional Economies,1573-7063,1120-7388,332,1991.0,2001.0,11,0.0
13304,Updates in Surgery,2038-3312,2038-131X,332,2010.0,2015.0,6,0.0
40754,Il Nuovo Cimento (1869-1876),1827-6121,,330,1869.0,1876.0,8,0.0
10999,International Journal of Mechanics and Materials in Design,1573-8841,1569-1713,329,2004.0,2016.0,12,1.0
12570,European Orthopaedics and Traumatology,1867-4577,1867-4569,329,2010.0,2015.0,6,0.0
12928,Cardiovascular Intervention and Therapeutics,1868-4297,1868-4300,329,2010.0,2016.0,7,0.0
11562,Contemporary Islam,1872-0226,1872-0218,327,2007.0,2016.0,10,0.0
12415,Bijzijn,1876-4924,1871-7268,327,2011.0,2012.0,2,0.0
11988,Vestnik St. Petersburg University: Mathematics,1934-7855,1063-4541,325,2007.0,2015.0,9,0.0
10831,Journal of East Asian Linguistics,1572-8560,0925-8558,324,1992.0,2016.0,25,0.0
10257,Information Systems and e-Business Management,1617-9854,1617-9846,322,2003.0,2016.0,14,0.0
10567,Clinical Child and Family Psychology Review,1573-2827,1096-4037,322,1998.0,2016.0,19,0.0
10617,Design Automation for Embedded Systems,1572-8080,0929-5585,322,1996.0,2016.0,20,1.0
12369,International Journal of Social Robotics,1875-4805,1875-4791,322,2009.0,2016.0,8,0.0
11040,"Mathematical Physics, Analysis and Geometry",1572-9656,1385-0172,321,1998.0,2016.0,19,0.0
40770,Annali di Matematica Pura ed Applicata (1898-1922),0373-3114,,321,1898.0,1922.0,24,1.0
11759,Archaeologies,1935-3987,1555-8622,320,2005.0,2015.0,11,0.0
11823,Journal of Engineering Thermophysics,1990-5432,1810-2328,320,2007.0,2016.0,10,0.0
10158,Invertebrate Neuroscience,1439-1104,1354-2516,319,1995.0,2015.0,20,1.0
10660,Electronic Commerce Research,1572-9362,1389-5753,319,2001.0,2016.0,16,0.0
729,Psychotherapie Forum,1613-7604,0943-1950,318,2004.0,2015.0,9,3.0
12281,Current Fungal Infection Reports,1936-377X,1936-3761,318,2007.0,2015.0,9,0.0
11836,PSN,1955-2351,1639-8319,317,2003.0,2011.0,9,0.0
799,International Journal on Digital Libraries,1432-1300,1432-5012,315,1997.0,2015.0,16,3.0
11786,Mathematics in Computer Science,1661-8289,1661-8270,315,2007.0,2015.0,9,0.0
10842,"Journal of Industry, Competition and Trade",1573-7012,1566-1679,314,2001.0,2016.0,16,0.0
12384,Journal of instructional development,,0162-2641,314,1977.0,1988.0,12,0.0
11659,La Lettre de médecine physique et de réadaptation,1778-4301,1778-4298,313,2006.0,2013.0,8,0.0
12187,Child Indicators Research,1874-8988,1874-897X,313,2008.0,2016.0,9,0.0
10341,Erwerbs-Obstbau,1439-0302,0014-0309,312,2004.0,2016.0,13,0.0
13382,International Journal of Occupational Medicine and Environmental Health,1896-494X,1232-1087,312,2011.0,2014.0,4,0.0
12611,Revue de médecine périnatale,1965-0841,1965-0833,311,2009.0,2015.0,7,0.0
13273,Molecular & Cellular Toxicology,2092-8467,1738-642X,311,2010.0,2015.0,6,0.0
12178,Current Reviews in Musculoskeletal Medicine,1935-9748,1935-973X,310,2008.0,2015.0,8,0.0
13042,International Journal of Machine Learning and Cybernetics,1868-808X,1868-8071,310,2010.0,2016.0,7,0.0
10775,International Journal for Educational and Vocational Guidance,1573-1782,0251-2513,309,2001.0,2015.0,15,0.0
13278,Social Network Analysis and Mining,1869-5469,1869-5450,309,2011.0,2016.0,6,0.0
11572,Criminal Law and Philosophy,1871-9805,1871-9791,308,2007.0,2016.0,10,0.0
11957,Journal of Contemporary Mathematical Analysis,1934-9416,1068-3623,308,2007.0,2015.0,9,0.0
12166,Journal of Coatings Technology,1935-3804,0361-8773,308,1997.0,2003.0,7,0.0
10368,International Economics and Economic Policy,1612-4812,1612-4804,306,2004.0,2016.0,13,0.0
11461,Frontiers of Forestry in China,1673-3630,1673-3517,305,2006.0,2009.0,4,0.0
11869,"Air Quality, Atmosphere & Health",1873-9326,1873-9318,305,2008.0,2016.0,9,0.0
12079,Journal of Cell Communication and Signaling,1873-961X,1873-9601,305,2007.0,2015.0,9,0.0
12652,Journal of Ambient Intelligence and Humanized Computing,1868-5145,1868-5137,305,2010.0,2016.0,7,0.0
11711,Journal of Volcanology and Seismology,1819-7108,0742-0463,304,2007.0,2015.0,9,0.0
10813,Journal of Aquatic Ecosystem Health,1573-5141,0925-1014,303,1992.0,2002.0,10,1.0
11355,Landscape and Ecological Engineering,1860-188X,1860-1871,303,2005.0,2015.0,11,0.0
11419,Forensic Toxicology,1860-8973,1860-8965,303,2006.0,2016.0,11,0.0
10805,Journal of Academic Ethics,1572-8544,1570-1727,300,2003.0,2016.0,14,0.0
13337,Indian Journal of Virology,0974-0120,0970-2822,300,2010.0,2016.0,7,0.0
12283,Sports Engineering,1460-2687,1369-7072,299,2003.0,2016.0,14,0.0
13398,"Revista de la Real Academia de Ciencias Exactas, Fisicas y Naturales. Serie A. Matematicas",1579-1505,1578-7303,299,2008.0,2015.0,8,0.0
10758,International Journal of Computers for Mathematical Learning,1573-1766,1382-3892,298,1996.0,2015.0,20,0.0
13536,Materials Science-Poland,2083-134X,2083-1331,297,2011.0,2014.0,4,0.0
11694,Journal of Food Measurement and Characterization,2193-4134,2193-4126,292,2007.0,2016.0,10,0.0
13198,International Journal of System Assurance Engineering and Management,0976-4348,0975-6809,292,2010.0,2016.0,7,0.0
40768,Annali di Matematica Pura ed Applicata (1858-1865),0373-3114,,292,1858.0,1865.0,7,1.0
16024,HeilberufeScience,2190-2100,,290,2010.0,2016.0,7,0.0
10302,Fuß & Sprunggelenk,1619-9995,1619-9987,289,2003.0,2007.0,5,0.0
11952,Automatic Documentation and Mathematical Linguistics,1934-8371,0005-1055,287,2007.0,2015.0,9,0.0
40271,The Patient - Patient-Centered Outcomes Research,1178-1661,1178-1653,287,2008.0,2016.0,9,0.0
40776,Irish Journal of Medical Science (1968-1970),0021-1265,,287,1968.0,1970.0,3,0.0
11932,Current Sports Medicine Reports,1537-8918,1537-890X,286,2002.0,2007.0,6,0.0
12678,Electrocatalysis,1868-5994,1868-2529,286,2010.0,2016.0,7,0.0
13173,Journal of the Brazilian Computer Society,1678-4804,0104-6500,286,2004.0,2015.0,12,0.0
10018,Environmental Economics and Policy Studies,1867-383X,1432-847X,285,1998.0,2016.0,18,1.0
10287,Computational Management Science,1619-6988,1619-697X,283,2003.0,2016.0,14,0.0
12113,The Quarterly Journal of Austrian Economics,1936-4806,1098-3708,283,1998.0,2008.0,11,0.0
10771,International Journal of Stress Management,1573-3424,1072-5245,281,1994.0,2002.0,9,0.0
11407,International Journal of Hindu Studies,1574-9282,1022-4556,281,1997.0,2015.0,19,0.0
12539,Interdisciplinary Sciences: Computational Life Sciences,1867-1462,1913-2751,281,2009.0,2016.0,8,0.0
12892,Journal of Crop Science and Biotechnology,2005-8276,1975-9479,281,2009.0,2015.0,7,0.0
13206,BioChip Journal,2092-7843,1976-0280,281,2010.0,2015.0,6,0.0
40774,Irish Journal of Medical Science (1922-1925),0021-1265,,280,1922.0,1925.0,4,0.0
65,Orthopedics and Traumatology,1617-3838,0941-2530,279,1992.0,2002.0,8,3.0
11334,Innovations in Systems and Software Engineering,1614-5054,1614-5046,279,2005.0,2016.0,12,0.0
13315,Epileptic Disorders,1950-6945,1950-6945,279,2010.0,2013.0,4,0.0
13613,Annals of Intensive Care,2110-5820,,279,2011.0,2016.0,6,0.0
11203,Statistical Inference for Stochastic Processes,1572-9311,1387-0874,278,1998.0,2015.0,18,0.0
13541,Geography and Natural Resources,1875-371X,1875-3728,278,2011.0,2015.0,5,0.0
40408,Lucide,2213-6126,2213-6118,277,2012.0,2015.0,4,0.0
10887,Journal of Economic Growth,1573-7020,1381-4338,276,1996.0,2016.0,21,0.0
11292,Journal of Experimental Criminology,1572-8315,1573-3750,276,2005.0,2015.0,11,0.0
12346,Qualitative Theory of Dynamical Systems,1662-3592,1575-5460,276,1999.0,2015.0,15,2.0
13226,Indian Journal of Pure and Applied Mathematics,0975-7465,0019-5588,276,2010.0,2015.0,6,0.0
40820,Nano-Micro Letters,2150-5551,2311-6706,276,2009.0,2016.0,8,0.0
12258,Numerical Analysis and Applications,1995-4247,1995-4239,274,2008.0,2015.0,8,0.0
533,Medical and Surgical Dermatology,1934-2853,0944-5196,273,2007.0,2009.0,3,0.0
12386,Journal of Materials for Energy Systems,,0162-9719,273,1979.0,1987.0,9,0.0
11112,European Journal of Political Research,1475-6765,0304-4130,272,1997.0,2001.0,5,0.0
13329,Advances in Gerontology,2079-0589,2079-0570,272,2011.0,2015.0,5,0.0
10101,Economics of Governance,1435-8131,1435-6104,271,2000.0,2016.0,17,0.0
11965,"Molecular Genetics, Microbiology and Virology",1934-841X,0891-4168,271,2007.0,2015.0,9,0.0
11973,Moscow University Soil Science Bulletin,1934-7928,0147-6874,271,2007.0,2015.0,9,0.0
40295,The Journal of the Astronautical Sciences,2195-0571,0021-9142,271,2006.0,2015.0,9,1.0
10754,International Journal of Health Care Finance and Economics,1573-6962,1389-6563,270,2001.0,2016.0,16,0.0
13143,Asia-Pacific Journal of Atmospheric Sciences,1976-7951,1976-7633,270,2010.0,2015.0,6,0.0
11271,Welding International,1573-9449,0950-7116,269,2003.0,2004.0,2,0.0
11971,Moscow University Mechanics Bulletin,1934-8452,0027-1330,268,2007.0,2015.0,9,0.0
13412,Journal of Environmental Studies and Sciences,2190-6491,2190-6483,268,2011.0,2015.0,5,0.0
12232,International Review of Economics,1863-4613,1865-1704,267,2006.0,2015.0,10,0.0
10821,Journal of Child and Adolescent Group Therapy,1573-3467,1053-0800,266,1991.0,2001.0,11,0.0
11220,Subsurface Sensing Technologies and Applications,1573-9317,1566-0184,266,2000.0,2016.0,17,0.0
12633,Silicon,1876-9918,1876-990X,266,2009.0,2016.0,8,0.0
11290,Georgian Mathematical Journal,1572-9176,1072-947X,265,1994.0,1999.0,6,0.0
10436,Annals of Finance,1614-2454,1614-2446,264,2005.0,2015.0,11,0.0
12574,Journal of Echocardiography,1880-344X,1349-0222,264,2009.0,2015.0,7,0.0
12631,Journal für Ästhetische Chirurgie,1867-4313,1867-4305,263,2008.0,2015.0,8,0.0
11628,Service Business,1862-8508,1862-8516,262,2007.0,2016.0,10,0.0
12080,Theoretical Ecology,1874-1746,1874-1738,262,2008.0,2015.0,8,0.0
10954,Journal of Materials Synthesis and Processing,1573-4870,1064-7562,261,1998.0,2002.0,5,0.0
13346,Drug Delivery and Translational Research,2190-3948,2190-393X,261,2011.0,2016.0,6,0.0
11968,Moscow University Computational Mathematics and Cybernetics,1934-8428,0278-6419,260,2007.0,2015.0,9,0.0
187,Zeitschrift für Planung & Unternehmenssteuerung,1613-9267,1613-8392,259,2003.0,2016.0,13,1.0
13270,Journal of Elementary Science Education,,1090-185X,259,1989.0,2009.0,21,0.0
13533,Central European Journal of Geosciences,1896-1517,2081-9900,258,2009.0,2014.0,6,0.0
11587,Ricerche di Matematica,1827-3491,0035-5038,257,2006.0,2015.0,10,0.0
10715,Geriatric Nephrology and Urology,1573-7306,0924-8455,256,1991.0,1999.0,9,0.0
11558,The Review of International Organizations,1559-744X,1559-7431,255,2006.0,2016.0,11,0.0
730,Journal für Rechtspolitik,1613-754X,0943-4011,254,2007.0,2012.0,6,0.0
13770,Tissue Engineering and Regenerative Medicine,2212-5469,1738-2696,254,2012.0,2016.0,5,0.0
13530,Toxicology and Environmental Health Sciences,2233-7784,2005-9752,253,2009.0,2015.0,7,0.0
10261,Archivio di Ortopedia e Reumatologia,1592-7113,0390-7368,252,2008.0,2013.0,6,0.0
12308,Journal of Hematopathology,1865-5785,1868-9256,252,2008.0,2015.0,8,0.0
12687,Journal of Community Genetics,1868-6001,1868-310X,252,2010.0,2016.0,7,0.0
13164,Review of Philosophy and Psychology,1878-5166,1878-5158,252,2010.0,2016.0,7,0.0
13402,Cellular Oncology,2211-3436,2211-3428,252,2011.0,2016.0,6,0.0
11657,Archives of Osteoporosis,1862-3514,1862-3522,251,2006.0,2016.0,11,0.0
10671,Educational Research for Policy and Practice,1573-1723,1570-2081,250,2002.0,2016.0,15,0.0
13639,EURASIP Journal on Embedded Systems,1687-3963,,250,2006.0,2016.0,11,0.0
40037,Perspectives on Medical Education,2212-277X,2212-2761,250,2012.0,2016.0,5,0.0
10938,Journal of Poetry Therapy,1567-2344,0889-3675,249,1990.0,2002.0,10,3.0
10949,Journal of Social Distress and the Homeless,1573-658X,1053-0789,249,1992.0,2002.0,11,0.0
10963,Journal of World Prehistory,1573-7802,0892-7537,249,1987.0,2015.0,28,1.0
11332,Sport Sciences for Health,1825-1234,1824-7490,249,2004.0,2015.0,12,0.0
11466,Frontiers of Philosophy in China,1673-355X,1673-3436,248,2006.0,2011.0,6,0.0
11617,Soziologie,1862-2550,0340-918X,248,2005.0,2007.0,3,0.0
12647,MAPAN,0974-9853,0970-3950,247,2009.0,2016.0,8,0.0
11037,Molecular Engineering,1572-8951,0925-5125,246,1991.0,1999.0,9,0.0
13140,Gyroscopy and Navigation,2075-1109,2075-1087,245,2010.0,2015.0,6,0.0
12247,Journal of Pharmaceutical Innovation,1939-8042,1872-5120,244,2006.0,2016.0,11,0.0
12286,Zeitschrift für Vergleichende Politikwissenschaft,1865-2654,1865-2646,244,2007.0,2016.0,10,0.0
13239,Cardiovascular Engineering and Technology,1869-4098,1869-408X,244,2010.0,2015.0,6,0.0
13366,Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry,2191-0383,0138-4821,244,2011.0,2016.0,6,0.0
13632,"Metallography, Microstructure, and Analysis",2192-9270,2192-9262,244,2012.0,2015.0,4,0.0
11050,Natural Language Semantics,1572-865X,0925-854X,243,1992.0,2015.0,23,1.0
40010,"Proceedings of the National Academy of Sciences, India Section A: Physical Sciences",2250-1762,0369-8203,243,2012.0,2016.0,5,0.0
10770,International Journal of Salt Lake Research,1573-8590,1037-0544,242,1992.0,1999.0,8,0.0
11234,Teaching Business Ethics,1573-1944,1382-6891,242,1997.0,2003.0,7,0.0
11990,Seismic Instruments,1934-7871,0747-9239,242,2007.0,2015.0,9,0.0
12008,International Journal on Interactive Design and Manufacturing (IJIDeM),1955-2505,1955-2513,242,2007.0,2016.0,10,0.0
13335,Biology Bulletin Reviews,2079-0872,2079-0864,242,2011.0,2016.0,6,0.0
12398,Zeitschrift für Energiewirtschaft,1866-2765,0343-5377,241,2008.0,2015.0,8,0.0
40280,American Journal of Cancer,,1175-6357,241,2002.0,2006.0,5,0.0
40299,The Asia-Pacific Education Researcher,2243-7908,0119-5646,241,2013.0,2016.0,4,0.0
11416,Journal in Computer Virology,1772-9904,1772-9890,240,2005.0,2016.0,12,0.0
13437,WMU Journal of Maritime Affairs,1654-1642,1651-436X,240,2002.0,2015.0,14,0.0
11412,International Journal of Computer-Supported Collaborative Learning,1556-1615,1556-1607,239,2006.0,2015.0,10,0.0
12629,The Dublin Journal of Medical and Chemical Science,1863-4362,0332-1029,239,1832.0,1836.0,5,0.0
10406,European Radiology Supplements,1613-3757,1613-3749,238,2004.0,2008.0,5,0.0
12450,Jeugd en Co Kennis,1876-6080,1873-9172,238,2007.0,2011.0,5,0.0
13279,der junge zahnarzt,1869-5752,1869-5744,238,2010.0,2015.0,6,0.0
