First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
"Astronomisches Institut der Universität Basel, 4102 Binningen, Switzerland",R. Buser,unibas,10.1071/AS03056,https://doi.org/10.1071/AS03056,./PAS/PAS21_03/S1323358000006433h.xml,Comprehensive Analysis of RGU Photometry in the Direction to M5,,,2004,Publications of the Astronomical Society of Australia,,Cambridge University Press,,21,3,275,283,1323-3580,1448-6083,copyright,Copyright © Astronomical Society of Australia 2004,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101071AS03056,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101071AS03056&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101071AS03056&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101071AS03056&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Martin White is Managing Director of Intranet Focus Ltd, which he established in 1999. Martin consults on intranet strategy and the specification and selection of content management applications. His clients have included the Bank for International Settlements (Basel), the International Monetary Fund (Washington), the International Labour Organisation (Geneva), and the UK Environment Agency. His interests in legal information date back to his days at Butterworths Telepublishing at the time of the launch of LEXIS in the early 1980s. Martin is a member of the Editorial Board of the International Journal of Information Management and writes a monthly column on intranet management issues for the US magazine EContent. He is Chairman of the Executive Committee of the Online Information Conference 2002 and a Visiting Professor at the Department of Information Studies, University of Sheffield. Martin.white@intranetfocus.com, www.intranetfocus.com",Martin White,unibas,10.1017/S1472669600000943,https://doi.org/10.1017/S1472669600000943,./LIM/LIM2_01/S1472669600000943h.xml,Intranets and Extranets in Law Firms,,,2002,Legal Information Management,,Cambridge University Press,,2,1,11,15,1472-6696,1741-2021,copyright,Copyright © The British and Irish Association of Law Librarians 2002,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1472669600000943,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1472669600000943&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1472669600000943&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1472669600000943&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"History Department, University of Basel, Hirschgässlein 21, CH – 4051 Basel, Switzerland; barbara.luethi@unibas.ch E-mail: barbara.luethi@unibas.ch",BARBARA LÜTHI,unibas,10.1017/S0960777311000063,https://doi.org/10.1017/S0960777311000063,./CEH/CEH20_02/S0960777311000063h.xml,Perspectives on Security in Twentieth-Century Europe and the World,,,2011,Contemporary European History,,Cambridge University Press,,20,2,207,214,0960-7773,1469-2171,copyright,Copyright © Cambridge University Press 2011,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0960777311000063,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0960777311000063&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0960777311000063&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0960777311000063&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University Children's Hospital Basel, Basel, Switzerland",U. HEININGER,unibas,10.1017/S0950268810002815,https://doi.org/10.1017/S0950268810002815,./HYG/HYG139_11/S0950268810002815h.xml,Assessment of varicella vaccine effectiveness in Germany: a time-series approach,,,2011,Epidemiology and Infection,,Cambridge University Press,,139,11,1710,1719,0950-2688,1469-4409,copyright,Copyright © Cambridge University Press 2010,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0950268810002815,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268810002815&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268810002815&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268810002815&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Public Health and Epidemiology, Swiss Tropical Institute, Socinstrasse 57, CH4002, Basel, Switzerland",H. L. Guyatt,unibas,10.1017/S0950268800058453,https://doi.org/10.1017/S0950268800058453,./HYG/HYG115_02/S0950268800058453h.xml,The development of an age structured model for schistosomiasis transmission dynamics and control and its validation for Schistosoma mansoni,,,1995,Epidemiology and Infection,,Cambridge University Press,,115,2,325,344,0950-2688,1469-4409,copyright,Copyright © Cambridge University Press 1995,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0950268800058453,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268800058453&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268800058453&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0950268800058453&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
University of Basel,Bo Reicke,unibas,10.1017/S0022046900065969,https://doi.org/10.1017/S0022046900065969,./ECH/ECH13_01/S0022046900065969h.xml,Book Review: Rättfärdighet och frid: en studie i det Första Clemensbrevet,"Rättfärdighet och frid: en studie i det Första Clemensbrevet. By AndrénOlof. (With a Summary in English). Pp. 234. Stockholm: Svenska Kyrkans Diakonistyrelses Bokförlag, 1960. Kr. 25.00.",,1962,The Journal of Ecclesiastical History,,Cambridge University Press,,13,1,118,118,0022-0469,1469-7637,copyright,Copyright © Cambridge University Press 1962,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0022046900065969,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022046900065969&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022046900065969&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0022046900065969&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Physics, University of Basel, CH-4056 Basel, Switzerland email: urs.frischknecht@unibas.ch E-mail: urs.frischknecht@unibas.ch",U. Frischknecht,unibas,10.1017/S1743921310004552,https://doi.org/10.1017/S1743921310004552,./IAU/IAU5_S268/S1743921310004552h.xml,Boron depletion in 9 to 15 M stars with rotation,,,2009,Proceedings of the International Astronomical Union,,Cambridge University Press,,5,S268,421,422,1743-9213,1743-9221,copyright,Copyright © International Astronomical Union 2010,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S1743921310004552,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921310004552&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921310004552&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S1743921310004552&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"City Community and Health Sciences, City University, London, UK Diplomierte Pflegefachfrau, University Hospital, Basel, Switzerland",Jane Bickerton,unibas,10.1017/S146342360800073X,https://doi.org/10.1017/S146342360800073X,./PHC/PHC9_03/S146342360800073Xh.xml,Evidence-based primary health care and local research: a necessary but problematic partnership,,,2008,Primary Health Care Research & Development,,Cambridge University Press,,9,3,191,198,1463-4236,1477-1128,copyright,Copyright © Cambridge University Press 2008,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S146342360800073X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S146342360800073X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S146342360800073X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S146342360800073X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Biophysical Chemistry, Biocentre of the University, CH-4036 Basle, Switzerland",Jeremy J. Ramsden,unibas,10.1017/S0033583500002900,https://doi.org/10.1017/S0033583500002900,./QRB/QRB27_01/S0033583500002900h.xml,Experimental methods for investigating protein adsorption kinetics at surfaces,,,1994,Quarterly Reviews of Biophysics,,Cambridge University Press,,27,1,41,105,0033-5835,1469-8994,copyright,Copyright © Cambridge University Press 1994,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0033583500002900,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002900&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002900&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0033583500002900&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Tropical Institute, Socinstrasse 57, CH-4051 Basel, Switzerland",Werner Baschong,unibas,10.1017/S0031182000051040,https://doi.org/10.1017/S0031182000051040,./PAR/PAR90_02/S0031182000051040h.xml,Changes in the surface of Dipetalonema viteae (Filarioidea) during its development as shown by comparative peptide mapping,,,1985,Parasitology,,Cambridge University Press,,90,2,351,356,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1985,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000051040,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000051040&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000051040&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000051040&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Tropical Institute, Department of Public Health and Epidemiology, 4002 Basel, Switzerland",M. Tanner,unibas,10.1017/S0031182000083438,https://doi.org/10.1017/S0031182000083438,./PAR/PAR99_S1/S0031182000083438h.xml,From the bench to the field: control of parasitic infections within primary health care,,,1989,Parasitology,,Cambridge University Press,,99,S1,S81,S92,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 1989,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182000083438,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000083438&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000083438&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182000083438&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Department of Medical Parasitology and Infection Biology, Swiss Tropical and Public Health Institute, P.O. Box, CH-4002 Basel, Switzerland University of Basel, P.O. Box, CH-4003 Basel, Switzerland",UZOMA NWOSU,unibas,10.1017/S003118201100076X,https://doi.org/10.1017/S003118201100076X,./PAR/PAR138_09/S003118201100076Xh.xml,Efficacy of the cyclooctadepsipeptide PF1022A against Heligmosomoides bakeri in vitro and in vivo,,,2011,Parasitology,,Cambridge University Press,,138,9,1193,1201,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2011,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S003118201100076X,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S003118201100076X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S003118201100076X&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S003118201100076X&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Tropical and Public Health Institute, Department of Medicines Research, Basel, Switzerland; University of Basel, Basel, Switzerland E-mail: Christian.Burri@unibas.ch",CHRISTIAN BURRI,unibas,10.1017/S0031182010001137,https://doi.org/10.1017/S0031182010001137,./PAR/PAR137_14/S0031182010001137h.xml,Chemotherapy against human African trypanosomiasis: Is there a road to success?,,,2010,Parasitology,,Cambridge University Press,,137,14,1987,1994,0031-1820,1469-8161,copyright,Copyright © Cambridge University Press 2010,cambridge,https://www.swissbib.ch/Search/Results?lookfor=nationallicencecambridge101017S0031182010001137,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001137&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001137&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEcambridge101017S0031182010001137&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
