First Matching Affiliation,First Matching Author,Institution Guess,doi,url to publisher,Metadata path+filename (local),Article Title,Article Subtitle,Authors,Year,Journal Title,All Affiliations,Publisher,Date of Allowed Open Access Publication,Volume,Issue,Start Page,End Page,ISSN (print),ISSN (electronic),Copyright type,Copyright / Licence,Source,Link to Swissbib,Metadata in MARC XML,Metadata in Dublin Core,Metadata in Json-Marc,Comment
Universität St. Gallen,Manfred Gärtner,unisg,10.1111/1468-2516.0366,https://doi.org/10.1111/1468-2516.0366,./j/pwp.2011.12.issue-3/1468-2516.00366/1468-2516.00366.xml,Bankgeheimnis und Verrechnungssteuer: Konsequenzen für die Steuerehrlichkeit in den Kantonen der Schweiz,,,2011,Perspektiven der Wirtschaftspolitik,,De Gruyter,,12,3,258,279,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111146825160366,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160366&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160366&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160366&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen,Gebhard Kirchgässner,unisg,10.1111/1468-2516.0369,https://doi.org/10.1111/1468-2516.0369,./j/pwp.2011.12.issue-3/1468-2516.00369/1468-2516.00369.xml,Kaderschmieden der Wirtschaft und/oder Universitäten? Der Auftrag der Wirtschaftsuniversitäten und –fakultäten im 21. Jahrhundert,,,2011,Perspektiven der Wirtschaftspolitik,,De Gruyter,,12,3,317,337,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111146825160369,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160369&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160369&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160369&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"1 Universität St. Gallen, Fachbereich Philosophie, Kulturwissenschaftliche Abteilung, St. Gallen, Schweiz  Universität St. Gallen, Fachbereich Philosophie, Kulturwissenschaftliche Abteilung, St. Gallen, Schweiz",Christoph Henning,unisg,10.1524/dzph.2010.0058,https://doi.org/10.1524/dzph.2010.0058,./j/dzph.2010.58.issue-5/dzph.2010.0058/dzph.2010.0058.xml,Natur und Freiheit im Perfektionismus. Zum Verständnis der Natur des Menschen in progressiven Traditionen,,,2010,Deutsche Zeitschrift für Philosophie,,Akademie Verlag GmbH,,58,5,759,775,0012-1045,,copyright,"© by Akademie Verlag, St. Gallen, Germany",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101524dzph20100058,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20100058&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20100058&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101524dzph20100058&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Swiss Economics and University of St. Gallen,Christian Jaag,unisg,10.2202/1446-9022.1225,https://doi.org/10.2202/1446-9022.1225,./j/rne.2011.10.issue-3/1446-9022.1225/1446-9022.1225.xml,What is an Unfair Burden? Compensating the Net Cost of Universal Service Provision,,,2011,Review of Network Economics,,De Gruyter,,10,3,,,,1446-9022,copyright,"©2012 Walter de Gruyter GmbH & Co. KG, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter102202144690221225,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202144690221225&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202144690221225&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202144690221225&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Swiss Federal Laboratories for Material Testing and Research (EMPA), Wood Laboratory, Gallen, Switzerland and Albert-Ludwigs-Universität Freiburg, Freiburg, Germany Corresponding author. Swiss Federal Laboratories for Material Testing and Research (EMPA), Wood Laboratory, Lerchenfeldstr. 5, 9014 St. Gallen, Switzerland",Francis W.M.R. Schwarze,unisg,10.1515/HF.2005.059,https://doi.org/10.1515/HF.2005.059,./j/hfsg.2005.59.issue-3/hf.2005.059/hf.2005.059.xml,Resistance of thermo-hygro-mechanically densified wood to colonisation and degradation by brown-rot fungi,,,2005,Holzforschung,,Walter de Gruyter,,59,3,358,363,0018-3830,1437-434X,copyright,© by Walter de Gruyter Berlin New York,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101515HF2005059,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515HF2005059&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515HF2005059&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101515HF2005059&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"University of St. Gallen and Swiss Economics, christian.jaag@swiss-economics.ch E-mail: christian.jaag@swiss-economics.ch",Christian Jaag,unisg,10.2202/1935-1682.2855,https://doi.org/10.2202/1935-1682.2855,./j/bejeap.2011.11.issue-1/bejeap.2011.11.1.2855/bejeap.2011.11.1.2855.xml,Competition and Welfare Effects of VAT Exemptions,,,2011,The B.E. Journal of Economic Analysis & Policy,,De Gruyter,,11,1,,,,1935-1682,copyright,"©2011 Walter de Gruyter GmbH & Co. KG, Berlin/Boston",gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter102202193516822855,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202193516822855&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202193516822855&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter102202193516822855&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"SEW-Universität St. Gallen, CESifo, Netspar",Monika Bütler,unisg,10.1111/1468-2516.0384,https://doi.org/10.1111/1468-2516.0384,./j/pwp.2012.13.issue-3/1468.2516.00384/1468.2516.00384.xml,Die Auswirkungen bedarfsabhängiger Leistungen: Ergänzungsleistungen in der Schweiz,,,2012,Perspektiven der Wirtschaftspolitik,,De Gruyter,,13,3,179,195,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111146825160384,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160384&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160384&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160384&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen,Gebhard Kirchgässner,unisg,10.1111/1468-2516.00010,https://doi.org/10.1111/1468-2516.00010,./j/pwp.2000.1.issue-2/1468-2516.00010/1468-2516.00010.xml,Wirtschaftliche Auswirkungen der direkten Demokratie,,,2000,Perspektiven der Wirtschaftspolitik,,De Gruyter,,1,2,161,180,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter1011111468251600010,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600010&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600010&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Universität St. Gallen, Schweizerisches Institut für Außenwirtschaft und Angewandte Wirtschaftsforschung, CESifo und Leopoldina",Gebhard Kirchgässner,unisg,10.1111/1468-2516.00229,https://doi.org/10.1111/1468-2516.00229,./j/pwp.2007.8.issue-1/1468-2516.00229/1468-2516.00229.xml,"Direkte Demokratie, Steuermoral und Steuerhinterziehung: Erfahrungen aus der Schweiz",,,2007,Perspektiven der Wirtschaftspolitik,,De Gruyter,,8,1,38,64,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter1011111468251600229,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600229&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600229&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter1011111468251600229&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
Universität St. Gallen,Janine Höhener,unisg,10.1111/1468-2516.0401,https://doi.org/10.1111/1468-2516.0401,./j/pwp.2012.13.issue-4/1468.2516.00401/1468.2516.00401.xml,Religionsökonomie: eine Übersicht,,,2012,Perspektiven der Wirtschaftspolitik,,De Gruyter,,13,4,387,406,1465-6493,1468-2516,copyright,© 2014 by Walter de Gruyter GmbH & Co.,gruyter,https://www.swissbib.ch/Search/Results?lookfor=nationallicencegruyter101111146825160401,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160401&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160401&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEgruyter101111146825160401&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Departments of Medicine and of Microbiology and AIDS Control and Prevention Project, University of North Carolina at Chapel Hill, Chapel Hill, North Carolina, Lilongwe, Malawi, St. Gallen, Switzerland, Boston, Massachusetts ,",John R. Dyer,unisg,10.1086/517359,https://doi.org/10.1086/517359,./jid.tar.gz/jid/abstracts/177-1-224.xml,Association of CD4 Cell Depletion and Elevated Blood and Seminal Plasma Human Immunodeficiency Virus Type 1 (HIV-1) RNA Concentrations with Genital Ulcer Disease in HIV-1-Infected Men in Malawi,,,1998,Journal of Infectious Diseases,,The University of Chicago Press,,177,1,224,227,0022-1899,1537-6613,copyright,© 1998 by The University of Chicago,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086517359,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086517359&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086517359&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086517359&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Division of Infectious Diseases, University Hospital Zurich, Kantonsspital St. Gallen",Rainer Weber,unisg,10.1086/431486,https://doi.org/10.1086/431486,./cid/cid41-3/abstracts/41-3-395.xml,Unsafe Sex and Increased Incidence of Hepatitis C Virus Infection among HIV-Infected Men Who Have Sex with Men: The Swiss HIV Cohort Study,,,2005,Clinical Infectious Diseases,,The University of Chicago Press,,41,3,395,402,1058-4838,1537-6591,copyright,© 2005 by the Infectious Diseases Society of America,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101086431486,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086431486&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086431486&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101086431486&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"Friedrich Baur Institute, Department of Neurology and Institute for Clinical Radiology, Ludwig Maximilians University of Munich, Children's Hospital, Technical University, Dresden, Muscle center and ALS clinic, Kantonspital St Gallen, Switzerland, Center of Biochemistry, University of Cologne, Department of Neurology, Ruhr-University of Bochum, Institute for Human Genetics, University of Würzburg, Germany and Hoffmann-La Roche and CNS Research, Basel, Switzerland",M. C. Walter,unisg,10.1093/brain/awm039,https://doi.org/10.1093/brain/awm039,./BRAINJ/brainj130-6/abstracts/awm039.xml,"Scapuloperoneal syndrome type Kaeser and a wide phenotypic spectrum of adult-onset, dominant myopathies are associated with the desmin mutation R350P",,,2007,Brain,,Oxford University Press,,130,6,1485,1496,0006-8950,,copyright,"© The Author (2007). Published by Oxford University Press on behalf of the Guarantors of Brain. All rights reserved. For Permissions, please email: journals.permissions@oxfordjournals.org",oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093brainawm039,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093brainawm039&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093brainawm039&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093brainawm039&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
"From the Policlinique de Médecine, Department of Community Medicine, Hôpitaux Universitaires de Genève, Geneva, St. Gall, Geneva, Switzerland",Kaveh Samii,unisg,10.1093/clinids/22.1.162,https://doi.org/10.1093/clinids/22.1.162,./cid/cid22-1/abstracts/22-1-162.xml,Acute Bilateral Carpal Tunnel Syndrome Associated with Human Parvovirus B19 Infection,,,1996,Clinical Infectious Diseases,,The University of Chicago Press,,22,1,162,164,1058-4838,1537-6591,copyright,© 1996 by The University of Chicago,oxford,https://www.swissbib.ch/Search/Results?lookfor=nationallicenceoxford101093clinids221162,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093clinids221162&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fmarcxml-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093clinids221162&operation=searchRetrieve&recordSchema=info%3Asrw%2Fschema%2F1%2Fdc-v1.1-light&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,http://sru.swissbib.ch/sru/search/defaultdb?query=+dc.anywhere+exact+NATIONALLICENCEoxford101093clinids221162&operation=searchRetrieve&recordSchema=info%3Asru%2Fschema%2Fjson&maximumRecords=10&startRecord=0&recordPacking=XML&availableDBs=defaultdb&sortKeys=Submit+query,
